,mkt_id,output_own_price,output_own_cost,output_comp_price,output_own_profits,output_X,output_own_share,output_own_sales,day
88,44,6.75,6.03,6.74,0.6263998,51.98,0.532815,0.87,30
89,44,6.75,5.92,6.74,0.7054999,48.02,0.4283199,0.85,31
90,44,7.17,5.99,7.08,18.1012,42.8,0.5379903,15.34,1
91,44,7.17,5.91,7.08,14.5782,46.22,0.461771,11.57,2
92,44,7.17,5.99,7.08,11.8472,46.22,0.4209797,10.04,3
93,44,7.17,6.01,7.12,12.6788,45.5,0.4468568,10.93,4
94,44,7.17,5.96,7.12,6.9454,45.32,0.2972278,5.74,5
95,44,6.74,6.03,6.65,0.1987999,53.06,0.2664417,0.28,6
96,44,6.74,6.0,6.65,0.5993998,51.98,0.4221918,0.81,7
97,44,7.02,5.96,7.01,5.7452,52.7,0.4134338,5.42,8
98,44,7.02,6.1,7.01,5.9616,49.28,0.355714,6.48,9
99,44,7.02,6.05,7.01,10.8931,47.84,0.5720224,11.23,10
100,44,7.02,6.04,7.17,7.399,46.22,0.4083607,7.55,11
101,44,7.02,6.01,7.17,11.8473,44.96,0.5274008,11.73,12
102,44,6.75,6.02,6.75,1.3213,42.44,0.5178903,1.81,13
103,44,6.75,6.02,6.75,1.0585,45.68,0.6229836,1.45,14
104,44,7.08,6.0,7.02,7.9056,50.54,0.4219479,7.32,15
105,44,7.08,5.97,7.02,6.682201,50.9,0.5369041,6.02,16
106,44,7.08,6.03,7.02,8.179498,53.24,0.5791577,7.79,17
107,44,7.08,6.03,6.96,4.241999,55.76,0.4207492,4.04,18
108,44,7.08,6.03,6.96,4.724998,58.46,0.5480209,4.5,19
109,44,6.69,5.97,6.73,0.3744001,58.64,0.58732,0.52,20
110,44,6.69,5.96,6.73,0.2628,57.92,0.4284173,0.36,21
111,44,7.07,6.04,6.98,3.677101,58.28,0.4698399,3.57,22
112,44,7.07,6.03,6.98,4.3264,59.72,0.5537578,4.16,23
113,44,7.07,6.01,6.98,3.0952,63.14,0.5317958,2.92,24
114,44,7.07,5.99,7.08,2.473201,62.24,0.4217105,2.29,25
115,44,7.07,6.01,7.08,5.4484,56.84,0.5133285,5.14,26
116,44,6.75,6.03,6.67,0.6263998,53.24,0.5464805,0.87,27
117,44,6.75,6.0,6.67,0.5625,50.18,0.5253496,0.75,28
118,44,6.98,5.9,7.05,8.369999,47.66,0.4295973,7.75,29
119,44,6.98,6.02,7.05,1.7856,57.56,0.2591628,1.86,30
120,44,6.98,5.98,7.05,5.62,57.02,0.5050718,5.62,1
121,44,6.98,5.95,7.12,7.446901,52.88,0.5131468,7.23,2
122,44,6.98,5.99,7.12,6.920102,51.44,0.5410321,6.99,3
123,44,6.72,6.0,6.74,0.8999997,49.1,0.4868951,1.25,4
124,44,6.72,6.03,6.74,0.9383994,49.28,0.6701483,1.36,5
125,44,7.06,6.01,7.06,5.375998,48.2,0.3388437,5.12,6
126,44,7.06,5.97,7.06,9.613801,50.36,0.5401446,8.82,7
127,44,7.06,5.98,7.06,7.6356,50.54,0.453078,7.07,8
128,44,7.06,6.02,7.12,3.5568,57.74,0.4194595,3.42,9
129,44,7.06,6.05,7.12,7.282098,53.96,0.6906731,7.21,10
130,44,6.77,6.05,6.79,0.4319999,55.94,0.5435468,0.6,11
131,44,6.77,6.01,6.79,0.5243998,54.32,0.5802606,0.69,12
132,44,7.0,5.94,6.98,5.4166,57.92,0.5415415,5.11,13
133,44,7.0,6.01,6.98,3.227399,59.0,0.5365471,3.26,14
134,44,7.0,5.93,6.98,3.980401,59.18,0.5094076,3.72,15
135,44,7.0,5.99,7.15,4.181401,55.22,0.4114773,4.14,16
136,44,7.0,6.07,7.15,5.849699,56.3,0.5370349,6.29,17
137,44,6.7,5.98,6.8,0.2015999,65.66,0.5999629,0.28,18
138,44,6.7,6.02,6.8,0.2107999,64.94,0.5859925,0.31,19
139,44,7.01,6.0,7.09,1.7877,67.46,0.5387059,1.77,20
140,44,7.01,5.96,7.09,4.189501,59.9,0.5864249,3.99,21
141,44,7.01,6.06,7.09,3.458001,60.26,0.5762924,3.64,22
142,44,7.01,5.98,7.13,1.5759,65.12,0.3888337,1.53,23
143,44,7.01,6.04,7.13,1.6781,66.56,0.5400179,1.73,24
144,44,6.72,6.01,6.65,0.2129999,61.52,0.4618668,0.3,25
145,44,6.72,5.97,6.65,0.255,61.88,0.4313501,0.34,26
146,44,6.97,5.95,7.02,2.1726,64.22,0.4442051,2.13,27
147,44,6.97,6.11,7.02,2.364999,63.14,0.5456727,2.75,28
148,44,6.97,5.97,7.02,2.79,62.06,0.4608498,2.79,29
149,44,6.97,5.98,7.1,2.425499,61.7,0.4328318,2.45,30
150,44,6.97,5.97,7.1,1.31,68.54,0.4812405,1.31,31
151,44,6.68,5.97,6.75,0.0781,72.5,0.4720566,0.11,1
152,44,6.68,5.99,6.75,0.0483,74.84,0.4865456,0.07,2
153,44,7.04,6.02,7.05,2.0706,68.18,0.6327283,2.03,3
154,44,7.04,5.99,7.05,1.26,70.52,0.454815,1.2,4
155,44,7.04,6.03,7.05,0.6160998,77.72,0.5360679,0.61,5
156,44,7.04,6.04,6.98,1.68,66.56,0.6433463,1.68,6
157,44,7.04,5.93,6.98,1.2654,69.44,0.4528567,1.14,7
158,44,6.71,5.99,6.74,0.2664001,60.26,0.5274468,0.37,8
159,44,6.71,5.97,6.74,0.0814,69.62,0.3742163,0.11,9
160,44,6.97,5.95,7.08,1.8768,69.62,0.6053956,1.84,10
161,44,6.97,6.01,7.08,1.814399,67.46,0.5284351,1.89,11
162,44,6.97,6.06,7.08,2.811899,63.86,0.5453283,3.09,12
163,44,6.97,6.02,6.97,2.821499,64.4,0.5763021,2.97,13
164,44,6.97,6.05,6.97,1.471999,69.98,0.5933321,1.6,14
165,44,6.78,6.06,6.78,0.1008,67.64,0.4495746,0.14,15
166,44,6.78,5.97,6.78,0.1215001,67.1,0.4898436,0.15,16
167,44,6.98,5.97,7.03,0.5656002,74.48,0.3373369,0.56,17
168,44,6.98,6.04,7.03,0.4512,78.8,0.4029578,0.48,18
169,44,6.98,6.02,7.03,0.6816,77.9,0.6085548,0.71,19
170,44,6.98,5.96,7.04,1.8564,69.26,0.6274545,1.82,20
171,44,6.98,6.02,7.04,1.1424,69.08,0.4009671,1.19,21
172,44,6.75,6.04,6.7,0.0568,72.86,0.3713694,0.08,22
173,44,6.75,6.02,6.7,0.0657,75.02,0.6424274,0.09,23
174,44,7.09,6.08,7.02,0.6262001,78.08,0.4865729,0.62,24
175,44,7.09,6.0,7.02,0.5995001,80.96,0.5757382,0.55,25
176,44,7.09,6.01,7.02,0.3672,83.12,0.4569276,0.34,26
177,44,7.09,5.97,7.05,1.3216,71.96,0.6241561,1.18,27
178,44,7.09,5.95,7.05,0.9576002,75.38,0.5683731,0.84,28
179,44,6.74,6.02,6.75,0.0432,78.08,0.4692204,0.06,29
180,44,6.74,5.96,6.75,0.0312,81.14,0.4550847,0.04,30
181,44,6.98,5.97,7.02,0.7979002,76.1,0.5084787,0.79,1
182,44,6.98,6.07,7.02,0.7643998,73.76,0.5130325,0.84,2
183,44,6.98,5.93,7.02,1.4595,69.98,0.4803481,1.39,3
184,44,6.98,6.08,7.01,1.044,71.06,0.4857186,1.16,4
185,44,6.98,5.95,7.01,1.4729,70.52,0.5569608,1.43,5
186,44,6.74,6.03,6.69,0.2129999,63.32,0.5195335,0.3,6
187,44,6.74,5.93,6.69,0.243,63.86,0.4785342,0.3,7
188,44,7.05,6.02,6.97,3.460801,62.24,0.5022778,3.36,8
189,44,7.05,6.02,6.97,2.914901,63.14,0.5061224,2.83,9
190,44,7.05,6.05,6.97,2.17,66.38,0.6107716,2.17,10
191,44,7.05,5.95,7.06,2.145001,65.3,0.5348711,1.95,11
192,44,7.05,6.01,7.06,2.2464,67.28,0.57689,2.16,12
193,44,6.68,5.97,6.65,0.2627,62.78,0.5478656,0.37,13
194,44,6.68,6.04,6.65,0.2048,60.98,0.4307467,0.32,14
195,44,6.96,5.93,7.03,3.512301,62.24,0.4885459,3.41,15
196,44,6.96,5.96,7.03,3.4,62.6,0.5573514,3.4,16
197,44,6.96,6.0,7.03,1.1328,69.26,0.4789239,1.18,17
198,44,6.96,6.19,6.96,0.7315,72.86,0.5567129,0.95,18
199,44,6.96,5.95,6.96,0.9292002,75.74,0.6098405,0.92,19
200,44,6.78,6.06,6.66,0.0864,70.16,0.4763947,0.12,20
201,44,6.78,5.99,6.66,0.0948,69.44,0.4161849,0.12,21
202,44,6.97,5.96,6.99,0.8988998,72.14,0.4855807,0.89,22
203,44,6.97,6.03,6.99,0.4605998,81.5,0.5203426,0.49,23
204,44,6.97,6.08,6.99,0.4360999,83.3,0.5029107,0.49,24
205,44,6.97,6.02,6.96,0.285,85.28,0.4820222,0.3,25
206,44,6.97,6.11,6.96,0.4299998,81.68,0.5865585,0.5,26
207,44,6.69,5.98,6.71,0.0497,80.06,0.5681678,0.07,27
208,44,6.69,6.05,6.71,0.0128,78.62,0.3251938,0.02,28
209,44,6.94,5.93,6.95,0.8181002,78.44,0.4986205,0.81,29
210,44,6.94,5.95,6.95,0.5544001,80.42,0.5085506,0.56,30
211,44,6.94,5.96,6.95,0.9898,74.12,0.4657266,1.01,31
212,44,6.94,6.04,7.1,1.71,68.72,0.6217185,1.9,1
213,44,6.94,5.96,7.1,1.421,72.5,0.631904,1.45,2
214,44,6.73,6.02,6.66,0.0639,70.52,0.3842259,0.09,3
215,44,6.73,5.93,6.66,0.056,73.58,0.3772933,0.07,4
216,44,6.87,5.86,6.87,1.3534,72.14,0.5327592,1.34,5
217,44,6.87,6.05,6.87,0.8691996,75.2,0.5099963,1.06,6
218,44,6.87,5.98,6.87,1.2282,70.88,0.4567192,1.38,7
219,44,6.87,5.98,6.95,1.4774,67.1,0.4112271,1.66,8
220,44,6.87,5.94,6.95,2.594699,63.86,0.515359,2.79,9
221,44,6.67,5.95,6.76,0.1656001,67.1,0.7157763,0.23,10
222,44,6.67,6.03,6.76,0.1472,66.38,0.5504338,0.23,11
223,44,7.11,6.1,7.01,1.0605,70.34,0.410495,1.05,12
224,44,7.11,5.99,7.01,2.777601,63.86,0.5430152,2.48,13
225,44,7.11,5.98,7.01,2.5425,64.76,0.46303,2.25,14
226,44,7.11,6.05,7.09,2.0352,64.58,0.4657858,1.92,15
227,44,7.11,6.07,7.09,2.3504,66.02,0.5570415,2.26,16
228,44,6.71,5.99,6.69,0.1584001,65.66,0.5205367,0.22,17
229,44,6.71,5.94,6.69,0.2233,64.94,0.5912459,0.29,18
230,44,7.04,6.02,7.06,2.3154,65.48,0.5117303,2.27,19
231,44,7.04,5.95,7.06,1.4606,64.76,0.3422201,1.34,20
232,44,7.04,6.05,7.06,1.5543,64.04,0.4001857,1.57,21
233,44,7.04,6.01,7.07,1.0197,64.94,0.2802003,0.99,22
234,44,7.04,5.98,7.07,1.7914,68.72,0.4870476,1.69,23
235,44,6.78,6.06,6.74,0.1008,71.42,0.5786958,0.14,24
236,44,6.78,5.98,6.74,0.064,75.02,0.5539654,0.08,25
237,44,7.01,6.01,6.91,0.56,77.9,0.5192754,0.56,26
238,44,7.01,6.05,6.91,0.6624,78.44,0.543072,0.69,27
239,44,7.01,5.99,6.91,0.7140003,77.54,0.5765523,0.7,28
240,44,7.01,6.01,7.07,0.94,71.42,0.4414449,0.94,29
241,44,7.01,6.02,7.07,1.4355,68.72,0.5910671,1.45,30
242,44,6.7,5.98,6.65,0.1008,71.78,0.4526685,0.14,31
243,44,6.7,5.96,6.65,0.1701999,65.48,0.5275897,0.23,1
244,44,7.01,5.97,7.01,3.848002,61.34,0.4895074,3.7,2
245,44,7.01,6.01,7.01,3.56,61.7,0.564788,3.56,3
246,44,7.01,5.98,7.01,2.904601,63.32,0.5184384,2.82,4
247,44,7.01,5.99,7.09,3.039601,58.64,0.4958065,2.98,5
248,44,7.01,6.02,7.09,5.504401,56.66,0.5868952,5.56,6
249,44,6.8,6.08,6.68,0.2736001,59.54,0.4933689,0.38,7
250,44,6.8,6.05,6.68,0.2625,59.72,0.4333027,0.35,8
251,44,7.12,6.08,7.0,3.3072,60.08,0.4674859,3.18,9
252,44,7.12,6.01,7.0,4.451099,59.9,0.5081197,4.01,10
253,44,7.12,6.02,7.0,5.169999,57.74,0.5314437,4.7,11
254,44,7.12,5.95,7.01,2.3751,64.4,0.6466644,2.03,12
255,44,7.12,6.03,7.01,1.7331,63.32,0.4130604,1.59,13
256,44,6.62,5.9,6.72,0.4607998,57.92,0.5616041,0.64,14
257,44,6.62,6.04,6.72,0.348,58.46,0.5444627,0.6,15
258,44,7.09,6.04,7.09,5.019001,58.28,0.5335888,4.78,16
259,44,7.09,5.92,7.09,6.6222,54.5,0.4726603,5.66,17
260,44,7.09,5.98,7.09,4.451101,53.78,0.4122979,4.01,18
261,44,7.09,5.84,7.0,5.6375,52.34,0.3931072,4.51,19
262,44,7.09,6.04,7.0,6.793501,54.32,0.5114107,6.47,20
263,44,6.68,5.96,6.68,0.4679998,55.76,0.5208656,0.65,21
264,44,6.68,5.94,6.68,0.4365999,58.1,0.5006518,0.59,22
265,44,7.04,6.0,7.0,4.2952,59.9,0.5828602,4.13,23
266,44,7.04,6.01,7.0,4.068499,60.08,0.6016095,3.95,24
267,44,7.04,5.98,7.0,4.1976,59.9,0.5144442,3.96,25
268,44,7.04,6.04,7.01,4.47,59.72,0.6450761,4.47,26
269,44,7.04,6.14,7.01,2.241,60.26,0.4177754,2.49,27
270,44,6.74,6.02,6.72,0.3383999,58.46,0.5051096,0.47,28
271,44,6.74,5.99,6.72,0.3825,57.02,0.4648725,0.51,29
272,44,7.06,6.03,7.0,3.254799,57.74,0.3693219,3.16,30
273,44,7.06,5.95,7.0,5.927401,56.48,0.5235675,5.34,1
274,44,7.06,6.09,7.0,5.063399,52.88,0.3929775,5.22,2
275,44,7.06,6.0,7.03,7.324599,53.96,0.560114,6.91,3
276,44,7.06,5.91,7.03,10.534,50.36,0.5812868,9.16,4
277,44,6.63,5.91,6.71,0.7704003,50.72,0.5225113,1.07,5
278,44,6.63,6.01,6.71,0.8369998,46.4,0.5662145,1.35,6
279,44,7.1,5.98,7.07,11.2896,46.58,0.4746641,10.08,7
280,44,7.1,5.95,7.07,5.830501,53.42,0.5201684,5.07,8
281,44,7.1,6.01,7.07,6.278399,51.98,0.4672265,5.76,9
282,44,7.1,6.0,7.1,7.303999,50.54,0.490274,6.64,10
283,44,7.1,5.98,7.1,4.894399,53.78,0.4264093,4.37,11
284,44,6.71,5.99,6.77,0.3816001,54.68,0.4522108,0.53,12
285,44,6.71,5.97,6.77,0.3922001,57.74,0.5972443,0.53,13
286,44,7.07,6.03,7.02,4.0976,58.46,0.5061662,3.94,14
287,44,7.07,5.98,7.02,5.024901,57.38,0.6215472,4.61,15
288,44,7.07,5.99,7.02,6.134402,56.66,0.5073985,5.68,16
289,44,7.07,5.97,7.05,4.642001,57.92,0.5060117,4.22,17
290,44,7.07,6.06,7.05,4.040001,53.6,0.450505,4.0,18
291,44,6.8,6.08,6.64,0.5976002,51.08,0.4445721,0.83,19
292,44,6.8,5.95,6.64,0.8245004,51.44,0.4804384,0.97,20
293,44,7.13,6.1,7.09,2.873701,54.86,0.3887276,2.79,21
294,44,7.13,6.08,7.09,7.255501,53.24,0.5115045,6.91,22
295,44,7.13,5.95,7.09,4.838001,53.42,0.3634935,4.1,23
296,44,7.13,5.92,7.08,7.2721,54.14,0.4734786,6.01,24
297,44,7.13,5.96,7.08,7.9209,53.78,0.5346832,6.77,25
298,44,6.78,6.06,6.68,0.4536002,55.58,0.5621624,0.63,26
299,44,6.78,5.9,6.68,0.4488001,50.9,0.319134,0.51,27
300,44,7.1,5.96,7.1,14.0448,45.86,0.5492705,12.32,28
301,44,7.1,6.0,7.1,17.204,42.08,0.491505,15.64,29
302,44,7.1,6.02,7.1,19.2348,38.48,0.4662444,17.81,30
303,44,7.1,6.05,7.27,14.5845,36.32,0.5130002,13.89,31
304,44,7.1,6.09,7.27,21.8261,37.76,0.5593521,21.61,1
305,44,6.79,6.07,6.75,0.6983998,49.28,0.5643327,0.97,2
306,44,6.79,5.93,6.75,0.5246001,49.64,0.3644129,0.61,3
307,44,7.12,6.03,7.09,8.807198,49.82,0.4496512,8.08,4
308,44,7.12,5.97,7.09,8.291501,48.2,0.4237688,7.21,5
309,44,7.12,6.0,7.09,12.2304,46.76,0.5561976,10.92,6
310,44,7.12,6.01,7.14,11.5551,42.44,0.4226326,10.41,7
311,44,7.12,6.02,7.14,12.298,39.56,0.4570594,11.18,8
312,44,6.68,5.94,6.7,2.360599,39.2,0.6252906,3.19,9
313,44,6.68,5.95,6.7,2.8762,37.58,0.509308,3.94,10
314,44,7.17,5.93,7.22,23.87,36.68,0.4977924,19.25,11
315,44,7.17,5.98,7.22,18.2784,39.74,0.4431083,15.36,12
316,44,7.17,6.13,7.22,25.22,37.58,0.6658476,24.25,13
317,44,7.17,5.92,7.16,26.125,36.86,0.5890716,20.9,14
318,44,7.17,6.01,7.16,17.4696,38.66,0.4456882,15.06,15
319,44,6.66,5.92,6.7,2.693599,38.66,0.5380755,3.64,16
320,44,6.66,6.01,6.7,3.256498,35.6,0.5522621,5.01,17
321,44,7.19,5.98,7.19,20.5095,41.72,0.5033999,16.95,18
322,44,7.19,5.99,7.19,15.42,41.54,0.5001688,12.85,19
323,44,7.19,5.97,7.19,19.95921,36.32,0.425238,16.36,20
324,44,7.19,5.95,7.18,26.95761,38.48,0.5709075,21.74,21
325,44,7.19,5.99,7.18,13.008,39.2,0.3495181,10.84,22
326,44,6.79,6.07,6.8,1.0512,42.62,0.549564,1.46,23
327,44,6.79,5.97,6.8,1.681,42.26,0.554791,2.05,24
328,44,7.21,6.06,7.14,14.95,41.72,0.4633444,13.0,25
329,44,7.21,5.96,7.14,10.6,44.06,0.3538705,8.48,26
330,44,7.21,6.0,7.14,8.603101,45.86,0.3581774,7.11,27
331,44,7.21,5.97,7.06,13.7764,46.76,0.5792059,11.11,28
332,44,7.21,6.14,7.06,17.013,39.38,0.4563184,15.9,29
333,44,6.73,5.98,6.78,3.87,35.06,0.5180277,5.16,30
334,44,6.73,5.97,6.78,4.043201,33.26,0.5347238,5.32,1
335,44,7.3,6.09,7.24,20.8725,35.6,0.4065582,17.25,2
336,44,7.3,6.01,7.24,19.6209,41.54,0.4794605,15.21,3
337,44,7.3,6.07,7.24,25.1904,38.12,0.5953991,20.48,4
338,44,7.3,6.01,7.2,19.2081,33.26,0.4638868,14.89,5
339,44,7.3,6.05,7.2,16.825,39.92,0.4290881,13.46,6
340,44,6.72,6.0,6.72,1.08,44.96,0.425997,1.5,7
341,44,6.72,6.02,6.72,1.442,44.06,0.5829619,2.06,8
342,44,7.2,5.98,7.18,21.594,41.36,0.5920462,17.7,9
343,44,7.2,6.08,7.18,14.9408,35.96,0.3694185,13.34,10
344,44,7.2,6.03,7.18,14.2155,40.28,0.4803596,12.15,11
345,44,7.2,5.97,7.09,19.4094,39.02,0.5275128,15.78,12
346,44,7.2,5.96,7.09,27.2676,35.42,0.4554965,21.99,13
347,44,6.75,6.02,6.68,2.3871,38.12,0.5429996,3.27,14
348,44,6.75,5.97,6.68,2.004601,38.3,0.3901498,2.57,15
349,44,7.26,6.02,7.24,23.5848,38.66,0.520672,19.02,16
350,44,7.26,5.92,7.24,18.7868,42.98,0.5540829,14.02,17
351,44,7.26,5.99,7.24,15.79881,41.0,0.5342929,12.44,18
352,44,7.26,5.98,7.13,21.888,40.1,0.5916447,17.1,19
353,44,7.26,5.95,7.13,18.36621,42.44,0.5069254,14.02,20
354,44,6.73,6.0,6.77,1.8761,40.64,0.4776043,2.57,21
355,44,6.73,6.0,6.77,1.6571,41.36,0.5179546,2.27,22
356,44,7.2,6.04,7.03,15.6368,43.52,0.5359508,13.48,23
357,44,7.2,5.96,7.03,18.9224,42.08,0.4940559,15.26,24
358,44,7.2,5.96,7.03,10.416,42.98,0.3429945,8.4,25
359,44,7.2,6.0,7.18,20.424,40.82,0.5881407,17.02,26
360,44,7.2,5.99,7.18,23.1594,35.78,0.4484161,19.14,27
361,44,6.77,6.02,6.79,3.6825,33.8,0.6303391,4.91,28
362,44,6.77,6.02,6.79,3.165,32.72,0.4549044,4.22,29
363,44,7.29,5.97,7.26,32.23441,33.98,0.5696234,24.42,30
364,44,7.2,6.02,7.03,13.6762,37.76,0.3661418,11.59,31
365,78,7.16,6.03,7.12,13.1532,43.16,0.463603,11.64,1
366,78,7.16,5.96,7.12,29.568,37.22,0.7193108,24.64,2
367,78,7.16,5.94,7.17,26.84,35.96,0.7130119,22.0,3
368,78,7.16,5.89,7.17,21.2471,36.32,0.4017765,16.73,4
369,78,6.69,5.96,6.83,1.9345,42.44,0.5993646,2.65,5
370,78,6.69,6.06,6.83,1.3419,43.34,0.577981,2.13,6
371,78,7.18,6.04,7.18,14.022,42.08,0.4753987,12.3,7
372,78,7.18,6.0,7.18,18.2546,41.54,0.5808656,15.47,8
373,78,7.18,6.09,7.18,26.45429,36.68,0.6236861,24.27,9
374,78,7.18,5.88,7.23,31.252,34.34,0.5380013,24.04,10
375,78,7.18,6.07,7.23,13.4532,38.3,0.3920412,12.12,11
